wiki_operational_aircraft
"Name of aircraft
","Yearin service
","Country of origin
","Operator(s)if different from country of origin
","Categories
","Number Built
"
Spartan UC-71 Executive,1936,US,"US, UK, Canada, China
",Transport and Utility,
Stinson L-1/O-49 Vigilant,1941,US,"US, UK
",Transport and Utility,
Stinson L-5 Sentinel,1942,US,"US, UK
",Transport and Utility,
Stinson UC-81 Reliant,1933,US,"US, Australia, Norway, Philippines, UK
",Transport and Utility,
Stinson Voyager,1939,US,"US, Canada, France
",Transport and Utility,
Taylorcraft Auster,1942,UK,"UK, Australia
",Transport and Utility,
Taylorcraft L-2,1941,US,,Transport and Utility,
Tugan Gannet,1935,Australia,,Transport and Utility,
Tupolev PS-35,1937,USSR,,Transport and Utility,
Waco UC-72 (and other Waco variants),1930s,US,"US, Australia, Brazil, New Zealand, Norway, UK
",Transport and Utility,
Yakovlev Yak-6,1942,USSR,,Transport and Utility,
Airspeed Horsa,1942,UK,"UK, US
",Transport and Utility,
Antonov A-7,1942,USSR,,Transport and Utility,
DFS 230,1938,Nazi Germany,,Transport and Utility,
de Havilland Australia DHA-G,1942,Australia,,Transport and Utility,
General Aircraft Hamilcar,1942,UK,,Transport and Utility,
Gotha Go 242,1941,Nazi Germany,,Transport and Utility,
Gribovski G-11,1941,USSR,,Transport and Utility,
Kokusai Ku-8,1941,Japan,,Transport and Utility,
Kolesnikov-Tsibin KC-20,1942,USSR,,Transport and Utility,
Maeda Ku-1,1941,Japan,,Transport and Utility,
Messerschmitt Me 321 Gigant,1941,Nazi Germany,,Transport and Utility,
Slingsby Hengist,1942,UK,,Transport and Utility,
Waco CG-3,1942,US,,Transport and Utility,
Waco CG-4/Hadrian,1942,US,"US, UK
",Transport and Utility,
Waco CG-13,1945,US,,Transport and Utility,
Waco CG-15,1943,US,,Transport and Utility,
DFS SG 38 Schulgleiter primary training glider,1938,Nazi Germany,"Nazi Germany, Japan and many others
",Trainers,
General Aircraft Hotspur assault glider trainer,1940,UK,,Trainers,
Laister-Kauffman TG-4,1941,US,,Trainers,
Slingsby Kirby Cadet,1935,UK,,Trainers,
Schweizer TG-3,1942,US,,Trainers,
Schweizer TG-2/LNS-1,1938,US,,Trainers,
Schneider Grunau Baby,1931,Nazi Germany,"Nazi Germany, Denmark
",Trainers,
ANBO IV,1934,Lithuania,,Trainers,
Avro 504,1913,UK,"Greece, Thailand
",Trainers,
Avro 626,1930,UK,"UK, Belgium, Canada, Greece, New Zealand
",Trainers,
Avro 643 Cadet,1932,UK,"UK, Australia, China
",Trainers,
Avro Tutor,1933,UK,"UK, Canada, Denmark
",Trainers,
Beneš-Mráz Be-50 Beta-Minor,1935,Czechoslovakia,"Nazi Germany, Slovakia
",Trainers,
Blackburn B-2,1932,UK,,Trainers,
Boeing-Stearman Model 73/75/PT-13/PT-17/PT-18/NS/N2S Kaydet,1934,US,"US, Brazil, Canada, China, Philippines
",Trainers,
Breda Ba.25 & Ba.28,1932,Italy,"Italy, Hungary, China, Norway
",Trainers,
"Bücker Bü 131, Ki-86, K9W1",1935,Nazi Germany,"Nazi Germany, Bulgaria, Japan, Hungary, Romania, Yugoslavia and others
",Trainers,
Bücker Bü 181,1940,Nazi Germany,"Nazi Germany, Bulgaria
",Trainers,
CAC Wackett,1941,Australia,,Trainers,
Caproni Ca.164,1938,Italy,"Italy, France
",Trainers,
Consolidated PT-1 Trusty,1921,US,"US, Philippines, Thailand
",Trainers,
DAR 9 Siniger,1940,Bulgaria,"Bulgaria, Yugoslavia
",Trainers,
de Havilland DH.60 Moth,1925,UK,"UK, Australia, Denmark, Finland, Iraq, New Zealand, Norway
",Trainers,
de Havilland Tiger Moth,1932,UK,"UK, Australia, Brazil, Canada, Denmark, India, Iraq, New Zealand, Norway
",Trainers,
Fairchild PT-19/23/26 Cornell,1940,US,"US, Brazil, Canada, Norway
",Trainers,
Fleet Fawn,1931,Canada,"Canada, Brazil
",Trainers,
Fleet 10/16/Finch,1939,Canada,"Canada, China, Brazil, Romania
",Trainers,
Focke-Wulf Fw 44,1932,Nazi Germany,"Nazi Germany, Brazil, Bulgaria, China, Czechoslovakia, Finland, Hungary, Poland, Romania, Slovakia
",Trainers,
Fokker S.IV,1924,Netherlands,,Trainers,
Fokker S.IX,1937,Netherlands,,Trainers,
Gotha Go 145,1935,Nazi Germany,,Trainers,
Hanriot H.43,1928,France,,Trainers,
Hanriot H.16,1930,France,,Trainers,
Heinkel He 72,1933,Nazi Germany,"Nazi Germany, Bulgaria
",Trainers,
Klemm Kl 25,1928,Nazi Germany,"Nazi Germany, Norway
",Trainers,
Koolhoven F.K.51,1935,Netherlands,,Trainers,
Letov Š-218,1930,Czechoslovakia,"Finland
",Trainers,
Meyers OTW CPTP trainer,1936,US,,Trainers,
Miles Hawk,1933,UK,"UK, New Zealand
",Trainers,
Miles Magister,1937,UK,"UK, Norway
",Trainers,
Morane-Saulnier MS.230,1930,France,"France, Nazi Germany, Greece
",Trainers,
Morane-Saulnier MS.315,1932,France,,Trainers,
Mráz Zobor I,1942,Slovakia,,Trainers,
Naval Aircraft Factory N3N Canary,1936,US,,Trainers,
North American NA-16,1935,US,"China, Brazil
",Trainers,
North American BT-9/BT-14/NJ,1936,US,,Trainers,
Piper J-4,1938,US,,Trainers,
Ryan PT-16/20/21/22 Recruit,1934,US,"US, Australia, Netherlands
",Trainers,
RWD 8,1934,Poland,"Poland, Latvia, Romania, Hungary, Yugoslavia
",Trainers,
RWD 17,1938,Poland,"Poland, Romania
",Trainers,
Polikarpov Po-2,1929,USSR,,Trainers,
Praga E-39,1931,Czechoslovakia,,Trainers,
PWS-16,1933,Poland,"Spain
",Trainers,
Repülőgépgyár Levente II,1943,Hungary,,Trainers,
SAIMAN 200,1940,Italy,"Italy, Croatia, Nazi Germany
",Trainers,
Spartan NP-1,1940,US,,Trainers,
Shiukwan AP-1,1936,China,,Trainers,
Tachikawa Ki-9,1935,Japan,,Trainers,
Tachikawa Ki-17,1936,Japan,,Trainers,
Timm N2T Tutor,1943,US,,Trainers,
VL Sääski,1928,Finland,,Trainers,
VL Viima,1935,Finland,,Trainers,
Vultee BT-13/15/SNV Valiant,1939,US,"US, Brazil
",Trainers,
Waco UPF-7/PT-14 CPTP trainer,1930,US,,Trainers,
Weiss WM-10 Ölyv,1933,Hungary,,Trainers,
Yokosuka K5Y,1934,Japan,,Trainers,
Yakovlev UT-2,1937,USSR,,Trainers,
Zlín Z-XII,1935,Czechoslovakia,"Czechoslovakia, Nazi Germany, Slovakia, UK, Yugoslavia
",Trainers,
Ambrosini S.7,1943,Italy,,Trainers,
Ambrosini SAI.10 Grifone,1940,Italy,,Trainers,
Arado Ar 65,1931,Nazi Germany,,Trainers,
Arado Ar 66,1933,Nazi Germany,,Trainers,
Arado Ar 68,1936,Nazi Germany,,Trainers,
Arado Ar 96,1939,Nazi Germany,"Nazi Germany, Bulgaria, Hungary, Romania
",Trainers,
Avia B.122,1934,Czechoslovakia,"Czechoslovakia, Bulgaria, Nazi Germany, Romania, Slovakia, USSR
",Trainers,
Bücker Bü 133,1938,Nazi Germany,"Nazi Germany, Yugoslavia
",Trainers,
CAC Wirraway,1939,Australia,,Trainers,
Kaproni Bulgarski KB-2/3/4/5,1931,Bulgaria,,Trainers,
Caudron C.690,1939,France,,Trainers,
Curtiss-Wright CW-22/SNC Falcon,1942,US,"US, Netherlands
",Trainers,
Focke-Wulf Fw 56,1935,Nazi Germany,,Trainers,
Fokker D.XVII,1932,Netherlands,,Trainers,
Hawker Hart Trainer,1930,UK,,Trainers,
I.Ae. 22 DL,1944,Argentina,,Trainers,
IMAM Ro.41,1935,Italy,,Trainers,
Koolhoven F.K.56,1938,Netherlands,"Netherlands, Belgium
",Trainers,
Messerschmitt Bf 108,1935,Nazi Germany,"Nazi Germany, Bulgaria, and many others
",Trainers,
Miles Master,1939,UK,,Trainers,
Mitsubishi A5M4-K,1936,Japan,,Trainers,
Mitsubishi A6M2-K Zero,1940,Japan,,Trainers,
Morane-Saulnier M.S.225,1933,France,,Trainers,
Muniz M-9,1937,Brazil,,Trainers,
Mansyu Ki-79,1937,Japan,,Trainers,
Nardi FN.305,1938,Italy,"Italy, Romania, Hungary, France
",Trainers,
Nardi FN.316,1942,Italy,"Italy, Nazi Germany
",Trainers,
Nieuport-Delage NiD 62,1931,France,,Trainers,
North American NA-16,1935,US,"France, Nazi Germany
",Trainers,
North American NA-64 Yale,1940,US,"Canada, France, Nazi Germany
",Trainers,
North American P-64,1940,US,,Trainers,
North American T-6/SNJ Texan/Harvard,1935,US,"US, Brazil, Canada, India, New Zealand, Norway, UK and others
",Trainers,
Orlogsværftet O-Maskinen,1926,Denmark,,Trainers,
Praga BH-41,1931,Czechoslovakia,,Trainers,
PTO-4,1938,Estonia,"Estonia, Nazi Germany
",Trainers,
PWS-26,1937,Poland,"Poland, Romania, Nazi Germany
",Trainers,
Rogožarski PVT,1934,Yugoslavia,,Trainers,
Rogožarski R-100,1939,Yugoslavia,,Trainers,
Rogožarski SIM-Х,1937,Yugoslavia,,Trainers,
Romano R.82,1937,France,,Trainers,
SET 7,1931,Romania,,Trainers,
Stampe et Vertongen SV.5 Tornado,1933,Belgium,"Belgium, Latvia
",Trainers,
Tachikawa Ki-55,1940,Japan,"Japan, Thailand
",Trainers,
Svenska Aero Jaktfalken,1930,Sweden,"Finland
",Trainers,
THK-2,1944,Turkey,,Trainers,
VEF I-12,1935,Latvia,,Trainers,
VL Tuisku,1935,Finland,,Trainers,
VL Pyry,1941,Finland,,Trainers,
Yakovlev UT-1,1936,USSR,"USSR, China
",Trainers,
Zmaj Fizir FN,1931,Yugoslavia,"Yugoslavia, Croatia, Italy
",Trainers,
Zmaj Fizir FP-2,1936,Yugoslavia,"Yugoslavia, Croatia, Italy
",Trainers,
Airspeed Oxford,1937,UK,"UK, Australia, Canada, New Zealand, Norway
",Trainers,
Avro Anson,1936,UKCanada,"UK, Canada, France, US
",Trainers,
Blackburn Botha bomber trainer & target tug,1939,UK,,Trainers,
Bristol Buckmaster,1945,UK,,Trainers,
Beechcraft AT-10 Wichita,1942,US,,Trainers,
Cessna AT-8/AT-17/UC-78/JRC Bobcat/Crane,1939,US,"US, Brazil, Canada, France
",Trainers,
Consolidated AT-22/TB-24 Liberator,1943,US,,Trainers,
CANT Z.1015 torpedo bomber trainer,1939,Italy,,Trainers,
Curtiss AT-9,1941,US,,Trainers,
De Havilland Dominie radio trainer,1940,UK,,Trainers,
Fairchild AT-21 Gunner,1943,US,,Trainers,
Fairey IIIF target tug,1926,UK,,Trainers,
Fairey Battle,1939,UK,"Australia, Canada, South Africa, UK
",Trainers,
Fairey Gordon,1931,UK,"Australia, UK
",Trainers,
Fleet Fort intermediate trainer/radio trainer,1941,Canada,,Trainers,
Focke-Wulf Fw 58,1937,Nazi Germany,"Nazi Germany, Brazil, Bulgaria, Croatia, Finland, Hungary, Netherlands, Romania
",Trainers,
Hanriot H.232,1940,France,"France, Finland
",Trainers,
Hawker Henley target tug,1938,UK,,Trainers,
Kyushu K10W intermediate trainer/target tug,1943,Japan,,Trainers,
Kyushu K11W bomber crew trainer,1943,Japan,,Trainers,
Lockheed AT-18 Hudson,1938,US,"US
",Trainers,
LWS-6/PZL.30 Żubr,1938,Poland,,Trainers,
Martin AT-23/TB-26,1940,US,,Trainers,
Miles Martinet target tug,1942,UK,,Trainers,
Miles Mentor radio trainer,1938,UK,,Trainers,
Mitsubishi K7M,1931,Japan,,Trainers,
Nardi FN.315 intermediate trainer,1938,Italy,,Trainers,
North American AT-24/TB-25 Mitchell,1941,US,,Trainers,
Percival Proctor radio trainer,1939,UK,,Trainers,
Potez 56 crew trainer/target tug,1936,France,,Trainers,
Stinson AT-19 Reliant,1933,US,"US, UK, Philippines
",Trainers,
Tachikawa Ki-54,1941,Japan,,Trainers,
Westland Wallace,1933,UK,,Trainers,
Yokosuka K4Y floatplane trainer,1933,Japan,,Trainers,
Cierva C.30 autogyro,1934,UK,"UK, Belgium, France, Nazi Germany
",Rotorcraft,
Flettner Fl 282 helicopter,1942,Nazi Germany,,Rotorcraft,
Focke-Achgelis Fa 330 autogyro kite,1943,Nazi Germany,,Rotorcraft,
Focke-Achgelis Fa 223 helicopter,1942,Nazi Germany,,Rotorcraft,
Kamov A-7 autogyro,1934,USSR,,Rotorcraft,
Kayaba Ka-1 and Ka-2 autogyro,1941,Japan,,Rotorcraft,
Pitcairn PA-39 autogyro,1940,US,"UK
",Rotorcraft,
Sikorsky R-4 helicopter,1944,US,"US, UK
",Rotorcraft,
Sikorsky R-6 helicopter,1945,US,"US, UK
",Rotorcraft,
Goodyear G class blimp patrol blimp,1935,US,,Lighter Than Air,
Goodyear K class blimp patrol blimp,1938,US,,Lighter Than Air,
Goodyear L class blimp training blimp,1938,US,,Lighter Than Air,
Goodyear M class blimp patrol blimp,1944,US,,Lighter Than Air,
Aeronautica Lombarda A.R. radio controlled flying bomb,1943,Italy,,Rockets and Drones,
Airspeed AS.30 Queen Wasp target drone,1937,UK,,Rockets and Drones,
Culver PQ-8 target drone,1940,US,,Rockets and Drones,
Culver PQ-14 Cadet target drone,1942,US,,Rockets and Drones,
de Havilland DH.82 Queen Bee target drone,1935,UK,,Rockets and Drones,
Fieseler Fi 103R manned missile,1944,Nazi Germany,,Rockets and Drones,
Henschel Hs 293 guided missile,1943,Nazi Germany,,Rockets and Drones,
Interstate TDR assault drone,1944,US,,Rockets and Drones,
McDonnell TD2D Katydid target drone,1942,US,,Rockets and Drones,
Naval Aircraft Factory TDN assault drone,1942,US,,Rockets and Drones,
Naval Aircraft Modification Unit KDN Gorgon target drone,1945,US,,Rockets and Drones,
Radioplane OQ-2 target drone,1939,US,,Rockets and Drones,
V-1 Flying Bomb surface to surface cruise missile,1943,Nazi Germany,,Rockets and Drones,
V-2 rocket surface to surface ballistic missile,1944,Nazi Germany,,Rockets and Drones,
Yokosuka MXY7 Ohka manned missile,1945,Japan,,Rockets and Drones,
